,Unnamed: 0,Rkr,Player,Age,Pos,Date,Tmr,Unnamed: 8,Opp,Unnamed: 10,PTS,GSr,MPr,FG,FGA,FG%,2Pr,2PA,2P%,3Pr,3PA,3P%,FTr,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PFr,GmSc,BPM
1075,1075,935,Andre Drummond,27-295,C,2021-06-01*,LAL,@,PHO,L,7,1,22,2,5,.400,2,5,.400,0,0,,3,3,1.000,4,9,13,0,0,0,4,3,4.6,-7.7
1076,1076,936,Danilo Gallinari,32-288,F,2021-05-23*,ATL,@,NYK,W,7,0,24,3,11,.273,2,4,.500,1,7,.143,0,0,,0,1,1,1,1,1,1,4,0.6,-10.9
1077,1077,937,Danilo Gallinari,32-310,F,2021-06-14*,ATL,,PHI,W,7,0,23,1,6,.167,0,3,.000,1,3,.333,4,4,1.000,1,5,6,1,0,0,0,2,5.3,-1.7
1078,1078,938,Blake Griffin,32-083,F,2021-06-07*,BRK,,MIL,W,7,1,26,3,4,.750,2,2,1.000,1,2,.500,0,0,,1,7,8,1,1,1,0,3,9.4,6.5
1079,1079,939,George Hill,35-022,G,2021-05-26*,PHI,,WAS,W,7,0,23,2,5,.400,1,4,.250,1,1,1.000,2,2,1.000,0,1,1,2,1,0,1,4,4.4,-4.9
1080,1080,940,Dwight Howard,35-166,C,2021-05-23*,PHI,,WAS,W,7,0,18,2,3,.667,2,3,.667,0,0,,3,6,.500,2,2,4,0,1,0,0,2,6.7,-2.1
1081,1081,Rk,Player,Age,Pos,Date*,Tm,,Opp,,PTS,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM
1082,1082,941,Dwight Howard,35-188,C,2021-06-14*,PHI,@,ATL,L,7,0,12,3,3,1.000,3,3,1.000,0,0,,1,2,.500,3,7,10,0,0,0,2,3,6.7,1.9
1083,1083,942,Markus Howard,22-080,G,2021-05-22*,DEN,,POR,L,7,0,20,3,5,.600,2,2,1.000,1,3,.333,0,0,,0,2,2,0,0,0,0,0,5.3,-2.9
1084,1084,943,Jaren Jackson,21-250,F,2021-05-23*,MEM,@,UTA,W,7,1,24,2,8,.250,1,3,.333,1,5,.200,2,2,1.000,1,2,3,0,3,1,1,4,4.6,-3.6
1085,1085,944,Cameron Johnson,25-098,F,2021-06-09*,PHO,,DEN,W,7,0,20,2,8,.250,0,3,.000,2,5,.400,1,2,.500,0,3,3,0,1,0,0,0,3.7,-3.6
1086,1086,945,Cameron Johnson,25-102,F,2021-06-13*,PHO,@,DEN,W,7,0,13,2,4,.500,0,0,,2,4,.500,1,2,.500,1,1,2,0,1,0,0,1,6.2,8.9
1087,1087,946,Furkan Korkmaz,23-311,G,2021-05-31*,PHI,@,WAS,L,7,0,11,3,4,.750,2,2,1.000,1,2,.500,0,1,.000,1,2,3,0,1,0,0,3,6.1,8.0
1088,1088,947,Furkan Korkmaz,23-317,G,2021-06-06*,PHI,,ATL,L,7,0,11,3,5,.600,2,3,.667,1,2,.500,0,0,,1,3,4,0,0,0,1,0,5.3,0.7
1089,1089,948,Furkan Korkmaz,23-329,G,2021-06-18*,PHI,@,ATL,W,7,1,23,3,9,.333,2,4,.500,1,5,.200,0,0,,2,3,5,2,1,0,0,1,6.2,2.5
1090,1090,949,Brook Lopez,33-053,C,2021-05-24*,MIL,,MIA,W,7,1,23,2,5,.400,2,2,1.000,0,3,.000,3,4,.750,2,4,6,0,0,1,1,2,5.4,-6.2
1091,1091,950,Brook Lopez,33-083,C,2021-06-23*,MIL,,ATL,L,7,1,20,3,7,.429,2,3,.667,1,4,.250,0,0,,1,1,2,0,0,1,0,0,5.0,-2.6
1092,1092,951,Brook Lopez,33-089,C,2021-06-29*,MIL,@,ATL,L,7,1,29,3,6,.500,2,3,.667,1,3,.333,0,0,,1,4,5,0,1,1,2,4,4.0,-5.1
1093,1093,952,Robin Lopez,33-062,C,2021-06-02*,WAS,@,PHI,L,7,0,17,3,4,.750,3,4,.750,0,0,,1,2,.500,0,2,2,0,0,1,0,1,5.9,0.9
1094,1094,953,Terance Mann,24-237,G-F,2021-06-12*,LAC,,UTA,W,7,0,22,2,5,.400,1,3,.333,1,2,.500,2,2,1.000,1,3,4,1,0,0,1,3,4.4,-3.7
1095,1095,954,De'Anthony Melton,22-363,G,2021-05-26*,MEM,@,UTA,L,7,0,17,3,8,.375,2,3,.667,1,5,.200,0,2,.000,1,3,4,0,0,1,0,1,3.7,-7.3
1096,1096,955,E'Twaun Moore,32-104,G-F,2021-06-09*,PHO,,DEN,W,7,0,6,3,6,.500,2,4,.500,1,2,.500,0,0,,0,1,1,1,0,0,1,0,4.0,2.2
1097,1097,956,Marcus Morris,31-289,F,2021-06-18*,LAC,,UTA,W,7,1,29,3,7,.429,2,3,.667,1,4,.250,0,0,,0,5,5,2,0,0,0,2,5.4,-8.8
1098,1098,957,Marcus Morris,31-293,F,2021-06-22*,LAC,@,PHO,L,7,1,25,3,11,.273,2,9,.222,1,2,.500,0,0,,1,4,5,1,0,1,1,1,2.4,-8.7
1099,1099,958,Raul Neto,29-004,G,2021-05-23*,WAS,@,PHI,L,7,1,22,3,5,.600,2,3,.667,1,2,.500,0,0,,1,2,3,1,0,0,1,0,5.7,-1.2
1100,1100,959,Georges Niang,27-340,F,2021-05-23*,UTA,,MEM,L,7,0,16,2,7,.286,1,1,1.000,1,6,.167,2,2,1.000,1,2,3,2,0,0,0,2,4.8,-1.5
1101,1101,960,Jusuf Nurkić,26-274,C,2021-05-24*,POR,@,DEN,L,7,1,25,2,8,.250,1,6,.167,1,2,.500,2,2,1.000,4,9,13,1,0,1,1,6,5.7,-7.0
1102,1102,Rk,Player,Age,Pos,Date*,Tm,,Opp,,PTS,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM
1103,1103,961,Onyeka Okongwu,20-200,F,2021-06-29*,ATL,,MIL,W,7,0,15,3,3,1.000,3,3,1.000,0,0,,1,1,1.000,1,2,3,0,0,1,0,2,7.3,6.0
1104,1104,962,Chris Paul,36-017,G,2021-05-23*,PHO,,LAL,W,7,1,36,3,8,.375,2,7,.286,1,1,1.000,0,0,,1,3,4,8,1,1,1,3,9.3,2.2
1105,1105,963,Chris Paul,36-021,G,2021-05-27*,PHO,@,LAL,L,7,1,27,3,8,.375,3,8,.375,0,0,,1,2,.500,0,5,5,6,1,0,2,2,6.1,-4.2
1106,1106,964,Cameron Payne,26-299,G,2021-06-03*,PHO,@,LAL,W,7,0,23,1,8,.125,0,5,.000,1,3,.333,4,4,1.000,1,0,1,1,0,3,2,1,2.9,-9.9
1107,1107,965,Cameron Payne,26-303,G,2021-06-07*,PHO,,DEN,W,7,0,20,3,8,.375,2,5,.400,1,3,.333,0,0,,0,2,2,3,1,1,1,1,5.6,-1.5
1108,1108,966,Cameron Payne,26-305,G,2021-06-09*,PHO,,DEN,W,7,0,15,3,5,.600,2,2,1.000,1,3,.333,0,0,,0,3,3,1,0,0,1,5,3.3,-5.5
1109,1109,967,Cameron Payne,26-326,G,2021-06-30*,PHO,@,LAC,W,7,0,16,3,9,.333,2,7,.286,1,2,.500,0,0,,0,3,3,7,0,0,1,2,5.9,-1.2
1110,1110,968,Cameron Payne,26-337,G,2021-07-11*,PHO,@,MIL,L,7,0,25,3,10,.300,3,8,.375,0,2,.000,1,1,1.000,0,4,4,4,0,0,0,2,4.4,-5.8
1111,1111,969,Bobby Portis,26-139,F,2021-06-29*,MIL,@,ATL,L,7,0,21,3,9,.333,2,4,.500,1,5,.200,0,0,,3,4,7,0,0,0,2,2,2.4,-10.9
1112,1112,970,Kristaps Porziņģis,25-306,F-C,2021-06-04*,DAL,,LAC,L,7,1,31,3,7,.429,2,4,.500,1,3,.333,0,0,,1,4,5,3,3,1,1,2,9.2,4.1
1113,1113,971,Dwight Powell,29-314,F-C,2021-05-30*,DAL,,LAC,L,7,0,4,2,2,1.000,2,2,1.000,0,0,,3,4,.750,0,0,0,0,0,0,0,0,6.0,41.8
1114,1114,972,Cam Reddish,21-303,F,2021-07-01*,ATL,@,MIL,L,7,0,23,3,5,.600,3,4,.750,0,1,.000,1,1,1.000,0,4,4,2,2,1,2,3,6.8,0.8
1115,1115,973,Austin Rivers,28-306,G,2021-06-03*,DEN,@,POR,W,7,1,40,3,6,.500,2,4,.500,1,2,.500,0,0,,0,1,1,0,0,0,2,2,1.5,-9.5
1116,1116,974,Austin Rivers,28-310,G,2021-06-07*,DEN,@,PHO,L,7,1,31,2,7,.286,1,3,.333,1,4,.250,2,2,1.000,1,2,3,4,0,0,2,3,3.8,-10.0
1117,1117,975,Rajon Rondo,35-097,G,2021-05-30*,LAC,@,DAL,W,7,0,20,3,6,.500,2,2,1.000,1,4,.250,0,0,,1,4,5,4,1,1,2,2,7.6,6.9
1118,1118,976,Dario Šarić,27-064,F-C,2021-06-11*,PHO,@,DEN,W,7,0,10,2,3,.667,2,2,1.000,0,1,.000,3,3,1.000,0,4,4,2,0,0,0,2,7.5,12.9
1119,1119,977,Dario Šarić,27-083,F-C,2021-06-30*,PHO,@,LAC,W,7,0,8,2,2,1.000,0,0,,2,2,1.000,1,2,.500,0,0,0,1,0,0,1,2,4.9,16.2
1120,1120,978,Ish Smith,32-328,G,2021-05-29*,WAS,,PHI,L,7,0,20,3,7,.429,2,4,.500,1,3,.333,0,0,,1,5,6,4,1,0,1,1,7.9,2.9
1121,1121,979,Jeff Teague,33-015,G,2021-06-25*,MIL,,ATL,W,7,0,8,3,5,.600,3,4,.750,0,1,.000,1,1,1.000,0,0,0,1,0,0,1,1,4.0,-3.3
1122,1122,980,Matisse Thybulle,24-090,G,2021-06-02*,PHI,,WAS,W,7,1,16,3,5,.600,2,2,1.000,1,3,.333,0,0,,0,0,0,0,1,0,0,4,4.1,-1.7
1123,1123,Rk,Player,Age,Pos,Date*,Tm,,Opp,,PTS,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM
1124,1124,981,Matisse Thybulle,24-099,G,2021-06-11*,PHI,@,ATL,W,7,0,17,3,4,.750,2,2,1.000,1,2,.500,0,0,,0,1,1,0,2,0,0,6,5.3,4.0
1125,1125,982,P.J. Tucker,36-031,F,2021-06-05*,MIL,@,BRK,L,7,1,28,2,5,.400,1,1,1.000,1,4,.250,2,2,1.000,0,4,4,1,2,0,1,3,6.0,1.6
1126,1126,983,P.J. Tucker,36-062,F,2021-07-06*,MIL,@,PHO,L,7,1,33,3,6,.500,2,4,.500,1,2,.500,0,0,,1,2,3,2,1,0,0,2,6.9,1.4
1127,1127,984,P.J. Tucker,36-064,F,2021-07-08*,MIL,@,PHO,L,7,1,35,3,5,.600,2,4,.500,1,1,1.000,0,0,,4,1,5,1,0,0,1,2,6.7,-3.6
1128,1128,985,P.J. Tucker,36-067,F,2021-07-11*,MIL,,PHO,W,7,1,30,3,5,.600,2,3,.667,1,2,.500,0,0,,2,1,3,1,2,0,0,5,7.1,2.4
1129,1129,986,Ivica Zubac,24-084,C,2021-06-10*,LAC,@,UTA,L,7,1,14,3,3,1.000,3,3,1.000,0,0,,1,1,1.000,0,0,0,0,0,1,2,4,3.2,-3.6
1130,1130,987,Deandre Ayton,22-356,C,2021-07-14*,PHO,@,MIL,L,6,1,39,3,9,.333,3,9,.333,0,0,,0,0,,1,16,17,5,0,3,2,2,9.2,2.5
1131,1131,988,Nicolas Batum,32-172,F-G,2021-06-04*,LAC,@,DAL,W,6,1,37,2,6,.333,2,2,1.000,0,4,.000,2,2,1.000,0,5,5,3,2,0,0,2,7.4,1.8
1132,1132,989,Nicolas Batum,32-176,F-G,2021-06-08*,LAC,@,UTA,L,6,1,21,2,4,.500,0,0,,2,4,.500,0,0,,0,4,4,2,1,0,1,2,5.8,4.7
1133,1133,990,Patrick Beverley,32-345,G,2021-06-22*,LAC,@,PHO,L,6,1,26,2,5,.400,0,1,.000,2,4,.500,0,0,,1,3,4,1,0,1,0,4,4.7,0.1
1134,1134,991,Bogdan Bogdanović,28-302,G,2021-06-16*,ATL,@,PHI,W,6,1,21,3,9,.333,3,5,.600,0,4,.000,0,0,,1,2,3,1,1,0,2,5,-0.1,-12.1
1135,1135,992,Mikal Bridges,24-268,G,2021-05-25*,PHO,,LAL,L,6,1,27,2,6,.333,0,2,.000,2,4,.500,0,0,,0,2,2,2,1,0,1,1,4.2,0.1
1136,1136,993,Mikal Bridges,24-270,G,2021-05-27*,PHO,@,LAL,L,6,1,34,2,5,.400,0,1,.000,2,4,.500,0,0,,0,3,3,1,0,1,0,1,5.2,-0.6
1137,1137,994,Mikal Bridges,24-300,G,2021-06-26*,PHO,@,LAC,W,6,1,39,3,6,.500,3,6,.500,0,0,,0,0,,3,10,13,3,0,2,1,3,9.4,4.2
1138,1138,995,Bruce Brown,24-283,G,2021-05-25*,BRK,,BOS,W,6,0,22,1,2,.500,1,1,1.000,0,1,.000,4,4,1.000,2,6,8,3,0,0,2,3,7.1,-0.3
1139,1139,996,Bruce Brown,24-294,G,2021-06-05*,BRK,,MIL,W,6,0,21,2,5,.400,2,4,.500,0,1,.000,2,2,1.000,0,4,4,3,1,2,0,3,7.8,5.4
1140,1140,997,Elijah Bryant,26-049,G,2021-06-07*,MIL,@,BRK,L,6,0,9,3,6,.500,3,4,.750,0,2,.000,0,0,,0,3,3,0,0,0,0,0,3.9,-0.4
1141,1141,998,Reggie Bullock,30-068,G-F,2021-05-23*,NYK,,ATL,L,6,1,19,3,9,.333,3,4,.750,0,5,.000,0,0,,1,2,3,0,0,0,0,0,2.2,-8.7
1142,1142,999,Facundo Campazzo,30-080,G,2021-06-11*,DEN,,PHO,L,6,1,18,2,5,.400,0,1,.000,2,4,.500,0,0,,1,1,2,0,1,0,1,4,2.7,-3.1
1143,1143,1000,Vlatko Čančar,24-049,F,2021-05-29*,DEN,@,POR,L,6,0,8,1,1,1.000,1,1,1.000,0,0,,4,5,.800,0,1,1,1,0,1,0,0,7.0,20.2
1144,1144,1001,Clint Capela,27-029,C,2021-06-16*,ATL,@,PHI,W,6,1,38,3,8,.375,3,8,.375,0,0,,0,1,.000,3,5,8,0,2,0,2,5,2.8,-6.8
1145,1145,1002,Clint Capela,27-044,C,2021-07-01*,ATL,@,MIL,L,6,1,21,2,3,.667,2,3,.667,0,0,,2,4,.500,4,4,8,1,0,3,1,2,8.9,0.9
1146,1146,1003,Willie Cauley-Stein,27-280,F-C,2021-05-25*,DAL,@,LAC,W,6,0,15,3,3,1.000,3,3,1.000,0,0,,0,0,,1,5,6,0,0,0,0,1,6.9,3.1
1147,1147,1004,Nic Claxton,22-035,F,2021-05-22*,BRK,,BOS,W,6,0,11,3,6,.500,3,6,.500,0,0,,0,0,,3,2,5,1,0,1,0,2,6.3,5.9
1148,1148,1005,Nic Claxton,22-045,F,2021-06-01*,BRK,,BOS,W,6,0,12,3,7,.429,3,7,.429,0,0,,0,0,,2,2,4,0,0,1,0,1,4.6,-8.7
1149,1149,1006,DeMarcus Cousins,30-299,C-F,2021-06-08*,LAC,@,UTA,L,6,0,4,2,3,.667,1,1,1.000,1,2,.500,1,1,1.000,0,3,3,0,0,1,1,3,4.1,19.5
1150,1150,1007,DeMarcus Cousins,30-301,C-F,2021-06-10*,LAC,@,UTA,L,6,0,11,3,7,.429,3,6,.500,0,1,.000,0,0,,0,4,4,0,0,0,1,2,1.7,-12.6
1151,1151,1008,Robert Covington,30-164,F-C,2021-05-27*,POR,,DEN,L,6,1,39,3,9,.333,3,7,.429,0,2,.000,0,0,,3,8,11,4,1,1,1,2,8.1,-2.5
1152,1152,1009,Torrey Craig,30-201,G-F,2021-07-08*,PHO,,MIL,W,6,0,8,2,3,.667,0,0,,2,3,.667,0,0,,0,0,0,0,0,0,1,1,3.3,6.6
1153,1153,1010,Anthony Davis,28-080,F-C,2021-05-30*,LAL,,PHO,L,6,1,19,2,9,.222,2,6,.333,0,3,.000,2,2,1.000,0,4,4,3,1,1,0,0,5.5,3.0
1154,1154,1011,Andre Drummond,27-290,C,2021-05-27*,LAL,,PHO,W,6,1,20,3,6,.500,3,6,.500,0,0,,0,0,,3,8,11,0,1,1,2,2,6.4,0.3
1155,1155,1012,Kris Dunn,27-099,G,2021-06-25*,ATL,@,MIL,L,6,0,11,1,1,1.000,1,1,1.000,0,0,,4,4,1.000,0,2,2,2,0,1,0,1,8.0,18.6
1156,1156,1013,Dorian Finney-Smith,28-024,F,2021-05-28*,DAL,,LAC,L,6,1,38,3,10,.300,3,7,.429,0,3,.000,0,0,,5,2,7,1,0,0,0,3,3.8,-10.0
1157,1157,1014,Bryn Forbes,27-341,G,2021-06-29*,MIL,@,ATL,L,6,0,14,2,6,.333,0,0,,2,6,.333,0,0,,0,2,2,0,0,0,0,1,2.8,-2.8
1158,1158,1015,Bryn Forbes,27-348,G,2021-07-06*,MIL,@,PHO,L,6,0,12,2,5,.400,0,1,.000,2,4,.500,0,0,,0,1,1,0,0,0,1,2,1.8,-4.9
1159,1159,1016,Danilo Gallinari,32-291,F,2021-05-26*,ATL,@,NYK,L,6,0,30,2,10,.200,0,1,.000,2,9,.222,0,0,,2,3,5,4,0,1,1,2,3.8,-2.4
1160,1160,1017,Marc Gasol,36-116,C,2021-05-25*,LAL,@,PHO,W,6,0,20,2,4,.500,0,0,,2,4,.500,0,0,,0,2,2,2,1,0,0,2,6.2,6.0
1161,1161,1018,Taj Gibson,35-336,F,2021-05-26*,NYK,,ATL,W,6,0,30,3,4,.750,3,4,.750,0,0,,0,0,,4,3,7,1,3,1,0,1,12.1,9.1
1162,1162,1019,Taj Gibson,35-340,F,2021-05-30*,NYK,@,ATL,L,6,1,24,3,4,.750,3,4,.750,0,0,,0,0,,2,1,3,1,2,1,1,4,6.9,0.6
1163,1163,1020,Aaron Gordon,25-255,F,2021-05-29*,DEN,@,POR,L,6,1,18,2,7,.286,2,5,.400,0,2,.000,2,2,1.000,2,2,4,0,0,0,0,1,3.5,-8.9
1164,1164,Rk,Player,Age,Pos,Date*,Tm,,Opp,,PTS,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM
1165,1165,1021,Aaron Gordon,25-266,F,2021-06-09*,DEN,@,PHO,L,6,1,20,3,7,.429,3,6,.500,0,1,.000,0,0,,0,1,1,0,0,0,1,2,0.8,-13.6
1166,1166,1022,Jeff Green,34-270,F,2021-05-25*,BRK,,BOS,W,6,0,12,3,5,.600,3,4,.750,0,1,.000,0,0,,0,0,0,0,1,0,0,0,4.7,-0.7
1167,1167,1023,Blake Griffin,32-077,F,2021-06-01*,BRK,,BOS,W,6,1,18,3,4,.750,3,4,.750,0,0,,0,0,,1,3,4,0,0,0,0,4,4.4,-5.2
1168,1168,1024,Solomon Hill,30-080,F,2021-06-06*,ATL,@,PHI,W,6,1,25,2,7,.286,0,0,,2,7,.286,0,0,,0,3,3,0,1,1,0,4,2.9,-3.0
1169,1169,1025,Jrue Holiday,31-015,G,2021-06-27*,MIL,@,ATL,W,6,1,42,2,11,.182,2,8,.250,0,3,.000,2,4,.500,2,2,4,12,2,2,1,1,10.7,0.1
1170,1170,1026,Dwight Howard,35-182,C,2021-06-08*,PHI,,ATL,W,6,0,11,2,2,1.000,2,2,1.000,0,0,,2,2,1.000,3,3,6,1,0,0,0,0,9.1,14.1
1171,1171,1027,Markus Howard,22-098,G,2021-06-09*,DEN,@,PHO,L,6,0,11,2,6,.333,1,2,.500,1,4,.250,1,2,.500,0,0,0,1,0,0,0,0,2.9,-4.1
1172,1172,1028,Justin Jackson,26-071,G-F,2021-06-07*,MIL,@,BRK,L,6,0,5,3,3,1.000,3,3,1.000,0,0,,0,0,,1,0,1,1,1,0,0,0,7.5,52.1
1173,1173,1029,Cameron Johnson,25-083,F,2021-05-25*,PHO,,LAL,L,6,0,27,2,4,.500,0,0,,2,4,.500,0,0,,0,3,3,1,0,0,0,1,5.2,2.5
1174,1174,1030,Cameron Johnson,25-085,F,2021-05-27*,PHO,@,LAL,L,6,0,17,1,6,.167,0,2,.000,1,4,.250,3,3,1.000,0,2,2,1,0,0,1,1,2.1,-6.6
1175,1175,1031,Cameron Johnson,25-136,F,2021-07-17*,PHO,,MIL,L,6,0,22,2,3,.667,0,1,.000,2,2,1.000,0,0,,2,2,4,0,0,0,1,0,5.7,0.0
1176,1176,1032,Tyus Jones,25-013,G,2021-05-23*,MEM,@,UTA,W,6,0,12,2,6,.333,2,6,.333,0,0,,2,2,1.000,1,2,3,3,0,0,0,0,6.0,3.6
1177,1177,1033,Frank Kaminsky,28-098,F-C,2021-07-11*,PHO,@,MIL,L,6,0,14,3,5,.600,3,5,.600,0,0,,0,0,,1,3,4,2,0,0,1,1,5.3,3.8
1178,1178,1034,Frank Kaminsky,28-107,F-C,2021-07-20*,PHO,@,MIL,L,6,0,11,3,4,.750,3,4,.750,0,0,,0,0,,1,1,2,1,1,0,0,0,7.1,15.8
1179,1179,1035,Luke Kennard,24-353,G,2021-06-12*,LAC,,UTA,W,6,0,17,2,4,.500,0,0,,2,4,.500,0,0,,0,2,2,1,0,0,0,3,4.1,1.4
1180,1180,1036,Luke Kennard,24-357,G,2021-06-16*,LAC,@,UTA,W,6,0,20,2,6,.333,0,2,.000,2,4,.500,0,0,,1,0,1,0,0,0,0,1,2.9,-5.6
1181,1181,1037,Luke Kennard,24-361,G,2021-06-20*,LAC,@,PHO,L,6,0,8,2,3,.667,0,0,,2,3,.667,0,0,,0,0,0,0,0,0,0,0,4.7,13.4
1182,1182,1038,Maxi Kleber,29-113,F,2021-05-22*,DAL,@,LAC,W,6,1,36,1,3,.333,0,1,.000,1,2,.500,3,4,.750,3,6,9,4,0,0,0,4,9.0,3.7
1183,1183,1039,Romeo Langford,21-215,G,2021-05-28*,BOS,,BRK,W,6,0,27,2,7,.286,0,1,.000,2,6,.333,0,0,,2,4,6,1,0,0,0,1,4.8,-1.4
1184,1184,1040,Alex Len,27-344,C,2021-05-26*,WAS,@,PHI,L,6,1,12,3,5,.600,3,5,.600,0,0,,0,0,,3,2,5,0,1,0,0,2,6.6,4.9
1185,1185,Rk,Player,Age,Pos,Date*,Tm,,Opp,,PTS,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM
1186,1186,1041,Brook Lopez,33-073,C,2021-06-13*,MIL,,BRK,W,6,1,33,2,6,.333,0,0,,2,6,.333,0,0,,0,11,11,1,3,0,1,2,7.8,1.3
1187,1187,1042,Robin Lopez,33-052,C,2021-05-23*,WAS,@,PHI,L,6,0,12,3,4,.750,3,4,.750,0,0,,0,0,,1,1,2,0,0,0,1,4,2.8,-7.6
1188,1188,1043,Wesley Matthews,34-228,G,2021-05-30*,LAL,,PHO,L,6,1,25,2,5,.400,0,0,,2,5,.400,0,0,,1,1,2,1,0,0,0,3,3.8,-0.3
1189,1189,1044,Tyrese Maxey,20-214,G,2021-06-06*,PHI,,ATL,L,6,0,14,2,8,.250,2,6,.333,0,2,.000,2,4,.500,0,2,2,0,0,0,1,3,-1.2,-24.7
1190,1190,1045,Ben McLemore,28-108,G,2021-05-30*,LAL,,PHO,L,6,0,16,2,3,.667,0,0,,2,3,.667,0,0,,0,0,0,0,0,0,0,2,3.9,4.1
1191,1191,1046,De'Anthony Melton,23-005,G,2021-06-02*,MEM,@,UTA,L,6,0,17,2,6,.333,1,2,.500,1,4,.250,1,1,1.000,0,3,3,1,1,1,1,2,4.1,-2.8
1192,1192,1047,Shake Milton,24-247,G,2021-05-31*,PHI,@,WAS,L,6,0,7,2,6,.333,2,5,.400,0,1,.000,2,2,1.000,0,0,0,0,0,0,0,1,2.2,-8.7
1193,1193,1048,Shake Milton,24-258,G,2021-06-11*,PHI,@,ATL,W,6,0,21,2,3,.667,1,1,1.000,1,2,.500,1,2,.500,0,2,2,1,0,0,1,2,3.8,-4.4
1194,1194,1049,Marcus Morris,31-283,F,2021-06-12*,LAC,,UTA,W,6,1,22,3,5,.600,3,3,1.000,0,2,.000,0,0,,1,1,2,1,1,0,0,2,5.6,0.7
1195,1195,1050,Marcus Morris,31-291,F,2021-06-20*,LAC,@,PHO,L,6,1,21,3,11,.273,3,6,.500,0,5,.000,0,0,,0,3,3,1,0,0,0,1,0.7,-17.3
1196,1196,1051,Georges Niang,27-348,F,2021-05-31*,UTA,@,MEM,W,6,0,12,2,4,.500,0,2,.000,2,2,1.000,0,0,,0,2,2,0,0,0,0,0,4.6,4.8
1197,1197,1052,Georges Niang,27-350,F,2021-06-02*,UTA,,MEM,W,6,0,14,2,7,.286,0,1,.000,2,6,.333,0,0,,1,6,7,0,0,1,1,2,3.3,-6.1
1198,1198,1053,Zeke Nnaji,20-151,F,2021-06-09*,DEN,@,PHO,L,6,0,6,2,2,1.000,1,1,1.000,1,1,1.000,1,2,.500,0,0,0,0,0,0,0,0,5.0,18.1
1199,1199,1054,Nerlens Noel,27-043,C-F,2021-05-23*,NYK,,ATL,L,6,1,24,2,3,.667,2,3,.667,0,0,,2,2,1.000,2,1,3,0,1,2,0,3,7.6,3.4
1200,1200,1055,Onyeka Okongwu,20-187,F,2021-06-16*,ATL,@,PHI,W,6,0,8,2,2,1.000,2,2,1.000,0,0,,2,2,1.000,2,3,5,0,1,1,0,1,9.0,26.4
1201,1201,1056,Onyeka Okongwu,20-202,F,2021-07-01*,ATL,@,MIL,L,6,0,16,2,3,.667,2,3,.667,0,0,,2,4,.500,4,2,6,0,0,0,0,1,6.9,-2.6
1202,1202,1057,Chris Paul,36-019,G,2021-05-25*,PHO,,LAL,L,6,1,23,2,5,.400,2,5,.400,0,0,,2,4,.500,0,3,3,5,0,0,3,2,3.1,-9.1
1203,1203,1058,Cameron Payne,26-343,G,2021-07-17*,PHO,,MIL,L,6,0,15,3,7,.429,3,7,.429,0,0,,0,0,,1,3,4,4,2,0,0,1,8.3,7.0
1204,1204,1059,Bobby Portis,26-115,F,2021-06-05*,MIL,@,BRK,L,6,0,17,3,7,.429,3,6,.500,0,1,.000,0,1,.000,2,5,7,0,1,0,1,1,4.4,-3.4
1205,1205,1060,Josh Richardson,27-262,G,2021-06-04*,DAL,,LAC,L,6,0,9,2,4,.500,2,3,.667,0,1,.000,2,2,1.000,0,1,1,1,0,0,1,2,3.2,-3.4
1206,1206,Rk,Player,Age,Pos,Date*,Tm,,Opp,,PTS,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM
1207,1207,1061,Austin Rivers,28-294,G,2021-05-22*,DEN,,POR,L,6,1,33,2,6,.333,1,1,1.000,1,5,.200,1,2,.500,0,4,4,3,0,2,0,2,6.1,-3.6
1208,1208,1062,Austin Rivers,28-312,G,2021-06-09*,DEN,@,PHO,L,6,1,25,2,5,.400,1,1,1.000,1,4,.250,1,2,.500,0,0,0,1,1,0,0,3,3.4,-6.4
1209,1209,1063,Rajon Rondo,35-095,G,2021-05-28*,LAC,@,DAL,W,6,0,26,2,7,.286,1,5,.200,1,2,.500,1,2,.500,0,4,4,8,1,0,2,4,5.7,-5.8
1210,1210,1064,Derrick Rose,32-241,G,2021-06-02*,NYK,,ATL,L,6,1,27,3,11,.273,3,10,.300,0,1,.000,0,0,,1,2,3,5,0,0,0,1,3.9,-5.4
